代码,公告,支付金额(元)
002900.SZ,2019/3/4,"23,162,427.84"
002861.SZ,2019/3/4,"69,699,188.00"
002802.SZ,2019/3/4,"11,997,148.54"
002619.SZ,2019/3/4,"8,917,199.20"
002599.SZ,2019/3/4,"80,905,897.14"
002558.SZ,2019/3/4,"367,656,263.38"
002456.SZ,2019/3/4,"50,009,244.93"
002388.SZ,2019/3/4,
002347.SZ,2019/3/4,"5,998,351.00"
000667.SZ,2019/3/4,"71,053,653.17"
000426.SZ,2019/3/4,"199,875,800.00"
603879.SH,2019/3/2,"19,997,697.17"
603808.SH,2019/3/2,"67,457,074.77"
603777.SH,2019/3/2,
603727.SH,2019/3/2,"708,435.00"
603716.SH,2019/3/2,"41,024,658.42"
603699.SH,2019/3/2,"40,315,913.28"
603667.SH,2019/3/2,"66,083,351.57"
603608.SH,2019/3/2,"99,979,802.82"
603608.SH,2019/3/2,"49,989,023.60"
603586.SH,2019/3/2,"75,265,669.00"
603579.SH,2019/3/2,
603558.SH,2019/3/2,"150,002,900.65"
603520.SH,2019/3/2,"4,461,275.10"
603378.SH,2019/3/2,
603368.SH,2019/3/2,"82,448,954.03"
603322.SH,2019/3/2,"17,120,000.00"
603203.SH,2019/3/2,"12,989,606.86"
603167.SH,2019/3/2,"90,097,574.21"
603167.SH,2019/3/2,"88,108,620.65"
603158.SH,2019/3/2,"67,271,244.59"
603129.SH,2019/3/2,"11,670,444.86"
603128.SH,2019/3/2,"80,003,361.12"
603116.SH,2019/3/2,"14,966,623.00"
603110.SH,2019/3/2,"13,173,925.40"
603058.SH,2019/3/2,"50,011,265.06"
603003.SH,2019/3/2,"100,005,575.44"
603001.SH,2019/3/2,"92,615,000.00"
601966.SH,2019/3/2,"41,709,975.00"
601901.SH,2019/3/2,"57,805,900.00"
601636.SH,2019/3/2,"200,324,500.00"
601558.SH,2019/3/2,"1,180,000.00"
601225.SH,2019/3/2,"2,157,081,581.30"
601218.SH,2019/3/2,"6,575,654.00"
600896.SH,2019/3/2,"23,801,546.00"
600811.SH,2019/3/2,"18,923,000.00"
600661.SH,2019/3/2,"11,083,019.45"
600586.SH,2019/3/2,"19,569,679.40"
600551.SH,2019/3/2,"137,029,282.06"
600530.SH,2019/3/2,
600510.SH,2019/3/2,"137,441,853.75"
600490.SH,2019/3/2,"77,122,848.26"
600469.SH,2019/3/2,"27,236,035.00"
600438.SH,2019/3/2,
600398.SH,2019/3/2,"105,788,644.51"
600373.SH,2019/3/2,"10,023,823.45"
600366.SH,2019/3/2,"7,122,623.00"
600337.SH,2019/3/2,"302,281,761.32"
600293.SH,2019/3/2,"9,993,556.17"
600285.SH,2019/3/2,"47,884,129.23"
600273.SH,2019/3/2,"249,944,012.95"
600232.SH,2019/3/2,"35,610,000.00"
600226.SH,2019/3/2,"19,964,451.91"
600216.SH,2019/3/2,"59,976,676.48"
600208.SH,2019/3/2,
600190.SH,2019/3/2,
600185.SH,2019/3/2,"60,242,200.00"
600155.SH,2019/3/2,"173,444,017.35"
600114.SH,2019/3/2,"40,889,600.00"
600055.SH,2019/3/2,"2,852,300.00"
300625.SZ,2019/3/2,"18,190,962.00"
300609.SZ,2019/3/2,"30,098,074.77"
300366.SZ,2019/3/2,"26,692,300.00"
300366.SZ,2019/3/2,"45,598,900.00"
300213.SZ,2019/3/2,"31,522,509.02"
300193.SZ,2019/3/2,"53,364,759.23"
300151.SZ,2019/3/2,
300097.SZ,2019/3/2,"120,558,776.82"
300049.SZ,2019/3/2,"66,987,539.59"
300019.SZ,2019/3/2,"21,510,733.96"
002909.SZ,2019/3/2,"22,885,093.40"
002873.SZ,2019/3/2,"25,498,647.29"
002833.SZ,2019/3/2,"29,190,409.54"
002791.SZ,2019/3/2,"45,581,072.86"
002791.SZ,2019/3/2,"31,796,653.46"
002712.SZ,2019/3/2,"35,484,821.40"
002706.SZ,2019/3/2,"54,027,887.89"
002681.SZ,2019/3/2,"89,229,472.89"
002634.SZ,2019/3/2,
002626.SZ,2019/3/2,"22,523,193.63"
002624.SZ,2019/3/2,"428,536,059.00"
002614.SZ,2019/3/2,"48,898,100.00"
002609.SZ,2019/3/2,"249,946,842.82"
002593.SZ,2019/3/2,
002582.SZ,2019/3/2,"65,237,290.04"
002572.SZ,2019/3/2,"202,178,530.09"
002568.SZ,2019/3/2,"8,848,905.00"
002559.SZ,2019/3/2,"34,316,324.00"
002556.SZ,2019/3/2,"81,534,600.00"
002548.SZ,2019/3/2,"104,545,211.21"
002540.SZ,2019/3/2,"74,376,988.47"
002520.SZ,2019/3/2,"109,951,188.24"
002519.SZ,2019/3/2,"37,620,876.33"
002515.SZ,2019/3/2,"159,092,087.38"
002503.SZ,2019/3/2,"116,034,054.45"
002494.SZ,2019/3/2,"5,872,852.00"
002485.SZ,2019/3/2,
002457.SZ,2019/3/2,"39,951,526.53"
002444.SZ,2019/3/2,"99,992,601.17"
002429.SZ,2019/3/2,"29,992,427.00"
002413.SZ,2019/3/2,"92,021,235.00"
002408.SZ,2019/3/2,
002397.SZ,2019/3/2,"39,863,575.23"
002390.SZ,2019/3/2,"25,234,904.00"
002369.SZ,2019/3/2,"12,256,105.09"
002365.SZ,2019/3/2,
002355.SZ,2019/3/2,"30,184,780.52"
002352.SZ,2019/3/2,
002350.SZ,2019/3/2,"64,404,572.45"
002350.SZ,2019/3/2,"64,404,572.45"
002349.SZ,2019/3/2,"132,183,503.00"
002322.SZ,2019/3/2,"49,997,013.62"
002317.SZ,2019/3/2,"72,504,466.02"
002312.SZ,2019/3/2,"39,947,297.35"
002308.SZ,2019/3/2,"29,999,484.26"
002279.SZ,2019/3/2,
002275.SZ,2019/3/2,"48,068,490.74"
002261.SZ,2019/3/2,
002242.SZ,2019/3/2,
002241.SZ,2019/3/2,"356,826,900.00"
002229.SZ,2019/3/2,"8,858,611.29"
002221.SZ,2019/3/2,"428,121,575.91"
002216.SZ,2019/3/2,"49,193,453.08"
002206.SZ,2019/3/2,"106,968,022.39"
002203.SZ,2019/3/2,"211,796,056.90"
002194.SZ,2019/3/2,"39,197,729.18"
002152.SZ,2019/3/2,"120,234,547.62"
002139.SZ,2019/3/2,"24,994,898.65"
002138.SZ,2019/3/2,"29,993,932.50"
002132.SZ,2019/3/2,"52,335,949.57"
002121.SZ,2019/3/2,
002111.SZ,2019/3/2,"42,554,279.30"
002085.SZ,2019/3/2,"74,572,179.86"
002083.SZ,2019/3/2,"87,745,400.00"
002050.SZ,2019/3/2,"159,509,894.50"
002047.SZ,2019/3/2,"60,027,043.26"
002047.SZ,2019/3/2,
002044.SZ,2019/3/2,"97,429,322.00"
002036.SZ,2019/3/2,"37,415,000.65"
002027.SZ,2019/3/2,"1,100,167,500.00"
002024.SZ,2019/3/2,"49,248,500.00"
002020.SZ,2019/3/2,"340,165,167.00"
002014.SZ,2019/3/2,"34,137,739.42"
002014.SZ,2019/3/2,"32,964,910.42"
001979.SZ,2019/3/2,"1,302,188,443.84"
000998.SZ,2019/3/2,"204,604,295.67"
000989.SZ,2019/3/2,"356,279,964.38"
000975.SZ,2019/3/2,"218,818,077.30"
000876.SZ,2019/3/2,"558,370,676.90"
000863.SZ,2019/3/2,"13,859,332.83"
000821.SZ,2019/3/2,"128,745,712.48"
000718.SZ,2019/3/2,"452,612,807.61"
000683.SZ,2019/3/2,"530,925,000.00"
000672.SZ,2019/3/2,"174,010,797.50"
000598.SZ,2019/3/2,"9,708,737.00"
000540.SZ,2019/3/2,"10,500,778.63"
000540.SZ,2019/3/2,"39,743,846.19"
000538.SZ,2019/3/2,"4,597,415.00"
000158.SZ,2019/3/2,"91,126,486.76"
000100.SZ,2019/3/2,"452,065,668.07"
000056.SZ,2019/3/2,"4,999,400.00"
603901.SH,2019/3/1,"30,992,250.02"
603819.SH,2019/3/1,"19,792,462.07"
603688.SH,2019/3/1,"5,350,708.50"
603556.SH,2019/3/1,"83,237,800.00"
603180.SH,2019/3/1,"41,997,366.00"
603077.SH,2019/3/1,"312,438,677.38"
603018.SH,2019/3/1,"30,000,825.80"
601231.SH,2019/3/1,
601008.SH,2019/3/1,"34,151,900.00"
600787.SH,2019/3/1,"110,143,146.70"
600705.SH,2019/3/1,"196,810,888.10"
600681.SH,2019/3/1,"23,994,007.00"
600673.SH,2019/3/1,"260,622,000.00"
600588.SH,2019/3/1,"469,077,017.85"
600372.SH,2019/3/1,
600352.SH,2019/3/1,"648,376,800.84"
600070.SH,2019/3/1,"99,978,300.00"
300617.SZ,2019/3/1,"50,498,174.11"
300527.SZ,2019/3/1,"1,987,290.00"
300497.SZ,2019/3/1,"69,858,967.50"
300469.SZ,2019/3/1,"14,997,799.42"
300448.SZ,2019/3/1,"39,989,292.82"
300440.SZ,2019/3/1,"30,071,673.00"
300438.SZ,2019/3/1,
300421.SZ,2019/3/1,"40,999,185.67"
300416.SZ,2019/3/1,"20,153,808.09"
300415.SZ,2019/3/1,"33,713,310.21"
300396.SZ,2019/3/1,"18,944,054.40"
300382.SZ,2019/3/1,"32,000,403.00"
300347.SZ,2019/3/1,"309,972,550.20"
300346.SZ,2019/3/1,"67,611,708.91"
300339.SZ,2019/3/1,"162,744,801.00"
300297.SZ,2019/3/1,
300294.SZ,2019/3/1,"189,266,279.49"
300289.SZ,2019/3/1,"19,369,745.68"
300279.SZ,2019/3/1,"29,993,739.40"
300234.SZ,2019/3/1,"20,286,707.00"
300221.SZ,2019/3/1,"15,465,686.99"
300214.SZ,2019/3/1,"6,313,792.00"
300203.SZ,2019/3/1,"161,972,758.79"
300199.SZ,2019/3/1,"20,845,075.48"
300196.SZ,2019/3/1,"57,574,675.35"
300195.SZ,2019/3/1,"115,113,619.61"
300184.SZ,2019/3/1,"5,969,811.91"
300168.SZ,2019/3/1,"29,984,265.25"
300138.SZ,2019/3/1,"10,611,611.54"
300137.SZ,2019/3/1,"45,470,567.77"
300118.SZ,2019/3/1,"130,201,571.56"
300113.SZ,2019/3/1,"140,306,202.71"
300095.SZ,2019/3/1,"41,045,985.61"
300081.SZ,2019/3/1,"21,044,502.94"
300017.SZ,2019/3/1,"65,005,110.61"
002820.SZ,2019/3/1,"26,975,201.36"
002516.SZ,2019/3/1,"94,673,181.06"
002455.SZ,2019/3/1,"65,006,867.30"
002381.SZ,2019/3/1,"112,604,847.48"
002375.SZ,2019/3/1,"80,343,523.56"
002367.SZ,2019/3/1,"29,691,098.22"
002301.SZ,2019/3/1,"106,441,869.58"
002191.SZ,2019/3/1,"230,222,172.45"
002179.SZ,2019/3/1,
002172.SZ,2019/3/1,"24,679,887.65"
002145.SZ,2019/3/1,
002084.SZ,2019/3/1,"53,539,252.73"
002056.SZ,2019/3/1,"62,170,400.13"
002013.SZ,2019/3/1,
000960.SZ,2019/3/1,"80,453,335.86"
000903.SZ,2019/3/1,"100,005,627.18"
603727.SH,2019/2/28,"708,435.00"
601866.SH,2019/2/28,"89,030,879.48"
600352.SH,2019/2/28,"627,293,163.22"
002497.SZ,2019/2/28,
002434.SZ,2019/2/28,"280,012,606.52"
002277.SZ,2019/2/28,"100,062,002.45"
002008.SZ,2019/2/28,"489,998,280.49"
000989.SZ,2019/2/28,"356,279,964.38"
000333.SZ,2019/2/28,
603839.SH,2019/2/27,
603001.SH,2019/2/27,"86,395,000.00"
300417.SZ,2019/2/27,
002448.SZ,2019/2/27,
603898.SH,2019/2/26,"100,988,521.79"
603869.SH,2019/2/26,"89,100.00"
603776.SH,2019/2/26,"31,378,926.96"
603520.SH,2019/2/26,"494,767.00"
601218.SH,2019/2/26,"6,575,654.00"
600330.SH,2019/2/26,"80,001,298.10"
600273.SH,2019/2/26,"149,029,192.25"
600208.SH,2019/2/26,
002429.SZ,2019/2/26,"7,498,008.00"
002390.SZ,2019/2/26,
002099.SZ,2019/2/26,"301,511,513.90"
000582.SZ,2019/2/26,
300125.SZ,2019/2/25,"46,089,667.97"
603828.SH,2019/2/23,"60,485,657.19"
603058.SH,2019/2/23,"49,991,283.02"
600499.SH,2019/2/23,"199,979,565.30"
300305.SZ,2019/2/23,"18,018,600.00"
300087.SZ,2019/2/23,
002775.SZ,2019/2/23,"65,296,056.89"
002558.SZ,2019/2/23,"367,656,263.38"
002352.SZ,2019/2/23,
603819.SH,2019/2/22,"19,792,462.07"
603727.SH,2019/2/22,
002675.SZ,2019/2/22,
002365.SZ,2019/2/22,
603869.SH,2019/2/21,
600811.SH,2019/2/21,"7,863,700.00"
600055.SH,2019/2/21,"790,300.00"
002791.SZ,2019/2/21,"937,062.00"
002617.SZ,2019/2/21,
002139.SZ,2019/2/21,"24,994,898.65"
001979.SZ,2019/2/21,"522,775,498.30"
000415.SZ,2019/2/21,
603385.SH,2019/2/20,"19,999,700.00"
600185.SH,2019/2/20,"7,331,813.32"
002327.SZ,2019/2/20,"2,623,244.00"
600661.SH,2019/2/19,"1,075,248.00"
600469.SH,2019/2/19,"3,498,950.00"
600201.SH,2019/2/19,"178,948,363.57"
002240.SZ,2019/2/19,"37,037,900.00"
002047.SZ,2019/2/19,
001979.SZ,2019/2/19,
000598.SZ,2019/2/19,"8,587,782.00"
000516.SZ,2019/2/19,"107,286,245.86"
300326.SZ,2019/2/18,
000989.SZ,2019/2/18,"256,881,482.90"
603556.SH,2019/2/16,"69,971,300.00"
603520.SH,2019/2/16,
601222.SH,2019/2/16,"100,484,100.00"
601218.SH,2019/2/16,
600222.SH,2019/2/16,"23,973,409.42"
000540.SZ,2019/2/16,"39,743,846.19"
603979.SH,2019/2/15,"63,003,201.37"
603777.SH,2019/2/15,
603385.SH,2019/2/15,"7,678,700.00"
603167.SH,2019/2/15,"45,841,788.65"
601137.SH,2019/2/15,"100,186,428.40"
600190.SH,2019/2/15,
300400.SZ,2019/2/15,"6,484,789.00"
300250.SZ,2019/2/15,"28,851,312.78"
300061.SZ,2019/2/15,"99,519,868.56"
002653.SZ,2019/2/15,
002203.SZ,2019/2/15,"156,392,700.00"
002027.SZ,2019/2/15,"1,100,167,500.00"
000598.SZ,2019/2/15,
000100.SZ,2019/2/15,"61,020,381.70"
603716.SH,2019/2/14,"39,999,074.92"
603508.SH,2019/2/14,"100,029,800.00"
601137.SH,2019/2/14,"94,016,825.54"
601126.SH,2019/2/14,"1,375,010.00"
600438.SH,2019/2/14,
300447.SZ,2019/2/14,
002712.SZ,2019/2/14,"35,484,821.40"
601558.SH,2019/2/13,"580,000.00"
601311.SH,2019/2/13,"100,404,104.21"
601311.SH,2019/2/13,"100,404,104.21"
600986.SH,2019/2/13,"22,002,038.96"
600661.SH,2019/2/13,
600499.SH,2019/2/13,"150,714,383.38"
600478.SH,2019/2/13,"24,222,067.15"
600410.SH,2019/2/13,"14,997,032.58"
600280.SH,2019/2/13,"18,695,840.40"
300231.SZ,2019/2/13,"31,278,235.25"
300041.SZ,2019/2/13,"31,050,694.87"
300039.SZ,2019/2/13,"4,072,805.00"
300026.SZ,2019/2/13,"117,128,539.50"
002719.SZ,2019/2/13,
002699.SZ,2019/2/13,
002611.SZ,2019/2/13,"136,931,300.00"
002589.SZ,2019/2/13,
002517.SZ,2019/2/13,"8,251,000.00"
002322.SZ,2019/2/13,"39,866,195.85"
002242.SZ,2019/2/13,
002197.SZ,2019/2/13,"27,891,403.45"
000976.SZ,2019/2/13,
000667.SZ,2019/2/13,"68,282,637.17"
000158.SZ,2019/2/13,"86,453,282.49"
603979.SH,2019/2/12,"62,650,544.41"
603901.SH,2019/2/12,"23,943,596.11"
603879.SH,2019/2/12,"19,997,697.17"
603801.SH,2019/2/12,"25,722,263.44"
603788.SH,2019/2/12,"3,548,917.74"
603630.SH,2019/2/12,"27,707,335.67"
603556.SH,2019/2/12,"55,853,600.00"
603377.SH,2019/2/12,"79,964,367.11"
603368.SH,2019/2/12,"82,448,954.03"
603319.SH,2019/2/12,"8,315,500.00"
603180.SH,2019/2/12,"37,737,930.00"
603128.SH,2019/2/12,"80,003,361.12"
603110.SH,2019/2/12,"10,952,912.40"
603077.SH,2019/2/12,"188,602,423.46"
603003.SH,2019/2/12,"86,827,201.79"
603003.SH,2019/2/12,"89,095,885.79"
601636.SH,2019/2/12,"200,324,500.00"
601567.SH,2019/2/12,"200,951,667.62"
601222.SH,2019/2/12,"99,594,711.64"
600811.SH,2019/2/12,
600803.SH,2019/2/12,"60,465,488.18"
600771.SH,2019/2/12,"18,890,249.91"
600738.SH,2019/2/12,"29,867,011.42"
600718.SH,2019/2/12,"434,402,589.73"
600586.SH,2019/2/12,"9,987,148.00"
600572.SH,2019/2/12,"585,149,682.93"
600557.SH,2019/2/12,"249,999,400.00"
600482.SH,2019/2/12,"113,314,998.84"
600222.SH,2019/2/12,"6,590,459.04"
600200.SH,2019/2/12,
600055.SH,2019/2/12,
300611.SZ,2019/2/12,
300492.SZ,2019/2/12,"1,671,023.00"
300279.SZ,2019/2/12,"27,619,985.40"
300259.SZ,2019/2/12,"11,021,946.72"
300250.SZ,2019/2/12,"24,931,887.62"
300237.SZ,2019/2/12,"38,985,200.00"
300234.SZ,2019/2/12,"20,286,707.00"
300214.SZ,2019/2/12,"6,313,792.00"
300206.SZ,2019/2/12,"9,659,813.25"
300193.SZ,2019/2/12,"48,904,322.23"
300145.SZ,2019/2/12,"111,085,912.53"
300130.SZ,2019/2/12,"8,781,159.17"
300123.SZ,2019/2/12,
300061.SZ,2019/2/12,"78,757,967.65"
002832.SZ,2019/2/12,"32,711,093.73"
002775.SZ,2019/2/12,"60,984,003.05"
002733.SZ,2019/2/12,
002681.SZ,2019/2/12,"89,229,472.89"
002634.SZ,2019/2/12,
002614.SZ,2019/2/12,"48,266,700.00"
002603.SZ,2019/2/12,"60,361,153.75"
002591.SZ,2019/2/12,"6,955,746.96"
002587.SZ,2019/2/12,"17,046,938.05"
002568.SZ,2019/2/12,
002568.SZ,2019/2/12,"298,380.00"
002562.SZ,2019/2/12,"29,997,182.48"
002559.SZ,2019/2/12,"34,316,324.00"
002558.SZ,2019/2/12,"362,387,440.38"
002503.SZ,2019/2/12,"116,034,054.45"
002479.SZ,2019/2/12,"4,999,039.50"
002439.SZ,2019/2/12,"42,331,106.76"
002405.SZ,2019/2/12,"30,001,482.59"
002388.SZ,2019/2/12,
002322.SZ,2019/2/12,"29,986,148.04"
002229.SZ,2019/2/12,"8,858,611.29"
002148.SZ,2019/2/12,"52,880,923.86"
002126.SZ,2019/2/12,"9,770,248.82"
002121.SZ,2019/2/12,
002104.SZ,2019/2/12,"46,010,428.76"
002042.SZ,2019/2/12,"267,080,424.98"
002020.SZ,2019/2/12,"334,137,000.00"
002002.SZ,2019/2/12,"40,068,985.35"
000998.SZ,2019/2/12,"204,604,295.67"
000990.SZ,2019/2/12,"421,994,215.64"
000925.SZ,2019/2/12,"8,863,669.56"
000902.SZ,2019/2/12,"90,223,502.97"
000863.SZ,2019/2/12,"13,859,332.83"
000683.SZ,2019/2/12,"459,970,500.00"
000671.SZ,2019/2/12,"76,591,254.31"
000516.SZ,2019/2/12,"96,880,327.31"
000034.SZ,2019/2/12,"21,754,939.17"
000034.SZ,2019/2/12,"49,993,661.92"
300497.SZ,2019/2/11,"69,858,967.50"
300421.SZ,2019/2/11,"40,999,185.67"
300396.SZ,2019/2/11,"18,944,054.40"
300289.SZ,2019/2/11,"19,369,745.68"
300263.SZ,2019/2/11,
300224.SZ,2019/2/11,"10,217,696.03"
300204.SZ,2019/2/11,"19,044,099.16"
300184.SZ,2019/2/11,"3,022,587.00"
300137.SZ,2019/2/11,"45,470,567.77"
300125.SZ,2019/2/11,"45,989,047.97"
300118.SZ,2019/2/11,"130,201,571.56"
300115.SZ,2019/2/11,"59,006,668.13"
300003.SZ,2019/2/11,"189,154,700.00"
002802.SZ,2019/2/11,"11,997,148.54"
002706.SZ,2019/2/11,"49,991,163.54"
002602.SZ,2019/2/11,"962,006,643.82"
002408.SZ,2019/2/11,
002279.SZ,2019/2/11,
002008.SZ,2019/2/11,"489,998,280.49"
000989.SZ,2019/2/11,"192,297,938.53"
603898.SH,2019/2/2,"88,498,734.52"
603877.SH,2019/2/2,"99,982,100.43"
603858.SH,2019/2/2,"289,889,622.64"
603828.SH,2019/2/2,"60,485,657.19"
603819.SH,2019/2/2,"17,221,595.03"
603808.SH,2019/2/2,"67,457,074.77"
603776.SH,2019/2/2,"31,378,926.96"
603730.SH,2019/2/2,"171,658,396.08"
603699.SH,2019/2/2,"35,966,042.88"
603667.SH,2019/2/2,"66,083,351.57"
603608.SH,2019/2/2,"49,989,023.60"
603586.SH,2019/2/2,"75,265,669.00"
603558.SH,2019/2/2,"138,103,414.28"
603520.SH,2019/2/2,
603322.SH,2019/2/2,"17,120,000.00"
603278.SH,2019/2/2,"31,377,942.00"
603278.SH,2019/2/2,"37,999,656.00"
603181.SH,2019/2/2,
603158.SH,2019/2/2,"67,271,244.59"
603129.SH,2019/2/2,"9,306,364.00"
603116.SH,2019/2/2,"13,293,263.00"
603030.SH,2019/2/2,"54,999,664.20"
603017.SH,2019/2/2,"3,487,900.00"
603001.SH,2019/2/2,"79,646,800.00"
601966.SH,2019/2/2,"32,569,904.00"
601901.SH,2019/2/2,"57,805,900.00"
601555.SH,2019/2/2,"19,218,836.00"
601208.SH,2019/2/2,"23,882,888.00"
601155.SH,2019/2/2,"299,919,300.00"
600896.SH,2019/2/2,"23,801,546.00"
600797.SH,2019/2/2,"22,885,932.79"
600787.SH,2019/2/2,"16,244,961.75"
600681.SH,2019/2/2,"23,994,007.00"
600673.SH,2019/2/2,"63,229,400.00"
600641.SH,2019/2/2,"19,706,487.40"
600551.SH,2019/2/2,"92,566,716.58"
600530.SH,2019/2/2,
600510.SH,2019/2/2,"134,814,378.97"
600490.SH,2019/2/2,"77,122,848.26"
600469.SH,2019/2/2,
600422.SH,2019/2/2,"2,799,500.00"
600398.SH,2019/2/2,"60,168,203.04"
600392.SH,2019/2/2,"21,438,234.05"
600373.SH,2019/2/2,"10,023,823.45"
600372.SH,2019/2/2,
600366.SH,2019/2/2,"4,848,417.00"
600337.SH,2019/2/2,"281,021,591.57"
600330.SH,2019/2/2,"67,848,434.68"
600300.SH,2019/2/2,"126,300,712.40"
600293.SH,2019/2/2,"9,993,556.17"
600273.SH,2019/2/2,"73,992,560.64"
600232.SH,2019/2/2,"33,600,000.00"
600226.SH,2019/2/2,"19,964,451.91"
600201.SH,2019/2/2,"158,952,783.67"
600187.SH,2019/2/2,"93,903,188.26"
600155.SH,2019/2/2,"172,114,732.35"
600143.SH,2019/2/2,"270,877,414.12"
300665.SZ,2019/2/2,
300665.SZ,2019/2/2,"2,929,000.00"
300609.SZ,2019/2/2,"30,098,074.77"
300418.SZ,2019/2/2,"199,975,754.26"
300382.SZ,2019/2/2,"32,000,403.00"
300097.SZ,2019/2/2,"120,558,776.82"
300067.SZ,2019/2/2,"25,480,334.50"
300053.SZ,2019/2/2,"9,781,392.00"
300049.SZ,2019/2/2,"66,987,539.59"
300031.SZ,2019/2/2,"152,058,788.00"
300019.SZ,2019/2/2,"21,510,733.96"
300017.SZ,2019/2/2,"65,005,110.61"
002909.SZ,2019/2/2,"22,885,093.40"
002873.SZ,2019/2/2,"22,583,583.80"
002861.SZ,2019/2/2,"69,699,188.00"
002831.SZ,2019/2/2,"100,000,332.35"
002751.SZ,2019/2/2,"14,978,179.00"
002658.SZ,2019/2/2,"14,160,681.00"
002626.SZ,2019/2/2,"21,925,512.99"
002624.SZ,2019/2/2,"422,825,855.00"
002619.SZ,2019/2/2,"8,917,199.20"
002599.SZ,2019/2/2,"80,905,897.14"
002593.SZ,2019/2/2,
002582.SZ,2019/2/2,"61,962,476.50"
002564.SZ,2019/2/2,"23,999,558.54"
002556.SZ,2019/2/2,"75,486,700.00"
002540.SZ,2019/2/2,"71,989,120.16"
002520.SZ,2019/2/2,"95,082,489.34"
002488.SZ,2019/2/2,"261,716,802.80"
002485.SZ,2019/2/2,
002457.SZ,2019/2/2,"29,992,508.52"
002456.SZ,2019/2/2,"50,009,244.93"
002434.SZ,2019/2/2,"280,012,606.52"
002429.SZ,2019/2/2,
002413.SZ,2019/2/2,"85,738,362.62"
002403.SZ,2019/2/2,"94,600,233.90"
002397.SZ,2019/2/2,"39,863,575.23"
002364.SZ,2019/2/2,"149,974,597.30"
002361.SZ,2019/2/2,"45,429,596.13"
002355.SZ,2019/2/2,"30,184,780.52"
002350.SZ,2019/2/2,"63,079,715.65"
002349.SZ,2019/2/2,"132,183,503.00"
002344.SZ,2019/2/2,"37,046,647.67"
002317.SZ,2019/2/2,"71,413,731.48"
002308.SZ,2019/2/2,"29,999,484.26"
002277.SZ,2019/2/2,"82,396,875.68"
002275.SZ,2019/2/2,"45,980,278.07"
002273.SZ,2019/2/2,"40,761,360.45"
002271.SZ,2019/2/2,"351,510,210.88"
002261.SZ,2019/2/2,
002221.SZ,2019/2/2,"418,461,409.91"
002216.SZ,2019/2/2,"47,109,979.58"
002206.SZ,2019/2/2,"103,536,677.84"
002203.SZ,2019/2/2,"124,650,480.30"
002194.SZ,2019/2/2,"39,197,729.18"
002172.SZ,2019/2/2,"19,160,149.98"
002152.SZ,2019/2/2,"120,234,547.62"
002145.SZ,2019/2/2,
002139.SZ,2019/2/2,"4,101,632.50"
002138.SZ,2019/2/2,"29,993,932.50"
002132.SZ,2019/2/2,"52,335,949.57"
002127.SZ,2019/2/2,"69,547,067.12"
002123.SZ,2019/2/2,"79,060,124.27"
002100.SZ,2019/2/2,"24,472,948.44"
002089.SZ,2019/2/2,"9,998,502.60"
002084.SZ,2019/2/2,"46,264,014.11"
002056.SZ,2019/2/2,"57,969,108.13"
002050.SZ,2019/2/2,"79,980,485.74"
002047.SZ,2019/2/2,"60,027,043.26"
002036.SZ,2019/2/2,"36,475,735.97"
002013.SZ,2019/2/2,
000887.SZ,2019/2/2,"82,436,167.58"
000876.SZ,2019/2/2,"543,234,299.02"
000821.SZ,2019/2/2,"128,745,712.48"
000718.SZ,2019/2/2,"362,109,038.22"
000718.SZ,2019/2/2,"393,304,689.76"
000615.SZ,2019/2/2,"25,973,819.98"
000540.SZ,2019/2/2,"10,500,778.63"
000540.SZ,2019/2/2,
000538.SZ,2019/2/2,"4,597,415.00"
000426.SZ,2019/2/2,"199,875,800.00"
000158.SZ,2019/2/2,"79,562,082.90"
603779.SH,2019/2/1,"1,794,577.88"
603730.SH,2019/2/1,"166,913,118.08"
603688.SH,2019/2/1,"3,577,320.50"
603667.SH,2019/2/1,"62,366,607.57"
603608.SH,2019/2/1,
603508.SH,2019/2/1,"100,029,800.00"
603385.SH,2019/2/1,
603378.SH,2019/2/1,
603303.SH,2019/2/1,
603203.SH,2019/2/1,"12,989,606.86"
603167.SH,2019/2/1,"29,985,412.69"
603058.SH,2019/2/1,"21,188,497.00"
603018.SH,2019/2/1,"30,000,825.80"
603011.SH,2019/2/1,"50,483,506.70"
601886.SH,2019/2/1,"135,619,480.30"
601225.SH,2019/2/1,"1,687,088,262.81"
601008.SH,2019/2/1,"34,151,900.00"
600873.SH,2019/2/1,"4,997,600.00"
600738.SH,2019/2/1,"19,752,391.42"
600705.SH,2019/2/1,"26,551,131.66"
600641.SH,2019/2/1,"7,802,918.00"
600588.SH,2019/2/1,"469,077,017.85"
600535.SH,2019/2/1,"87,219,073.75"
600522.SH,2019/2/1,"412,235,376.55"
600499.SH,2019/2/1,"118,363,428.03"
600468.SH,2019/2/1,"141,191,889.94"
600438.SH,2019/2/1,
600422.SH,2019/2/1,"2,799,500.00"
600352.SH,2019/2/1,"568,987,418.19"
600346.SH,2019/2/1,"955,953,129.70"
600285.SH,2019/2/1,"47,884,129.23"
600251.SH,2019/2/1,"3,965,591.60"
600216.SH,2019/2/1,"49,979,206.48"
600185.SH,2019/2/1,
600114.SH,2019/2/1,"40,889,600.00"
600070.SH,2019/2/1,"67,152,100.00"
