,index,code,time,money,year
5832,4209,600681.SH,2019/1/18,6206331,2019
5843,7070,600690.SH,2016/1/5,47396706.7,2016
5846,2170,600693.SH,2019/5/23,3976679,2019
5852,1282,600693.SH,2019/7/26,146001891.4,2019
5854,1332,600696.SH,2019/7/16,4290600,2019
5857,6502,600699.SH,2018/6/14,99072023.31,2018
5867,5273,600699.SH,2018/11/24,1701992333,2018
5869,6028,600702.SH,2018/9/4,15462111.49,2018
5873,5695,600703.SH,2018/10/13,35092620.76,2018
5876,4880,600703.SH,2018/12/8,314906640.3,2018
5878,4108,600705.SH,2019/1/31,12007800.64,2019
5885,1733,600705.SH,2019/6/19,986990499.6,2019
5887,5026,600718.SH,2018/12/4,4244400,2018
5895,2189,600718.SH,2019/5/21,453429094.3,2019
5897,6562,600736.SH,2018/5/31,5028253.18,2018
5904,5694,600736.SH,2018/10/13,255590688.6,2018
5908,3992,600738.SH,2019/2/1,19752391.42,2019
5922,161,600749.SH,2019/10/30,201200,2019
5924,5334,600764.SH,2018/11/16,4430646.35,2018
5926,4787,600764.SH,2018/12/19,18568427.03,2018
5928,4456,600771.SH,2019/1/3,5732818,2019
5938,26,600771.SH,2019/11/2,27586279.65,2019
5941,970,600779.SH,2019/8/6,2949774,2019
5942,916,600779.SH,2019/8/17,11053226,2019
5946,4125,600787.SH,2019/1/30,3560958.98,2019
5952,2188,600787.SH,2019/5/21,167884441,2019
5954,4839,600797.SH,2018/12/13,8999168.55,2018
5962,4749,600803.SH,2018/12/21,19821130.33,2018
5968,2144,600803.SH,2019/5/29,199582111.4,2019
5970,6232,600804.SH,2018/8/3,24150870,2018
5978,4265,600804.SH,2019/1/10,402455499,2019
5984,3661,600811.SH,2019/2/21,7863700,2019
5993,523,600811.SH,2019/9/18,192657800,2019
5995,522,600843.SH,2019/9/18,2338156,2019
5997,25,600843.SH,2019/11/2,11609647.86,2019
5999,5256,600867.SH,2018/11/27,19286888.97,2018
6001,4868,600867.SH,2018/12/11,280561656.2,2018
6006,6869,600873.SH,2017/10/31,101305865.1,2017
6007,6851,600873.SH,2017/11/10,98694034.92,2017
6009,3991,600873.SH,2019/2/1,4997600,2019
6018,24,600873.SH,2019/11/2,94905100,2019
6020,2374,600887.SH,2019/5/7,46004648.56,2019
6022,2110,600887.SH,2019/6/1,1904561104,2019
6026,1281,600887.SH,2019/7/26,3888080398,2019
6028,6972,600896.SH,2017/1/5,14998859.95,2017
6029,6971,600896.SH,2017/1/19,35004224.96,2017
6031,5600,600896.SH,2018/10/30,1514249,2018
6037,2731,600896.SH,2019/4/4,30192692,2019
6039,1732,600963.SH,2019/6/19,7174200,2019
6047,6930,600986.SH,2017/6/24,12448728.69,2017
6052,6872,600986.SH,2017/10/17,88567406.14,2017
6054,6640,600986.SH,2018/4/26,323391.42,2018
6057,6466,600986.SH,2018/6/29,99621733.55,2018
6059,6231,600986.SH,2018/8/3,6988816.44,2018
6071,1776,600986.SH,2019/6/12,50003225.27,2019
6074,954,600998.SH,2019/8/8,26705827.76,2019
6077,293,600998.SH,2019/10/9,523678572.2,2019
6080,1770,601005.SH,2019/6/13,4728509,2019
6081,1693,601005.SH,2019/6/28,57495225,2019
6083,4729,601008.SH,2018/12/25,2141000,2018
6088,2687,601008.SH,2019/4/12,34151900,2019
6090,5284,601058.SH,2018/11/23,17591975.58,2018
6095,4907,601058.SH,2018/12/6,330830492.9,2018
6098,588,601058.SH,2019/9/4,5765527.2,2019
6105,5292,601126.SH,2018/11/22,9755388.92,2018
6107,4906,601126.SH,2018/12/6,40244212.02,2018
6109,3704,601126.SH,2019/2/14,1375010,2019
6113,2210,601126.SH,2019/5/17,48624887.79,2019
6116,1350,601126.SH,2019/7/10,1358570,2019
6120,213,601126.SH,2019/10/10,39555174.02,2019
6122,6130,601137.SH,2018/8/30,9003293.39,2018
6137,915,601137.SH,2019/8/17,100186428.4,2019
6139,5303,601155.SH,2018/11/21,49519180.76,2018
6145,2372,601155.SH,2019/5/7,299919300,2019
6148,4817,601208.SH,2018/12/15,457200,2018
6162,23,601208.SH,2019/11/2,95509107.04,2019
6165,3639,601218.SH,2019/2/26,6575654,2019
6170,2130,601218.SH,2019/5/31,43524101.56,2019
6172,5997,601222.SH,2018/9/5,28914153.25,2018
6179,3683,601222.SH,2019/2/16,100484100,2019
6181,5636,601225.SH,2018/10/27,298925629.1,2018
6190,3106,601225.SH,2019/3/28,2503129761,2019
6196,2138,601231.SH,2019/5/30,628826,2019
6200,927,601231.SH,2019/8/15,154318877.7,2019
6203,5911,601311.SH,2018/9/21,2959541.27,2018
6210,3710,601311.SH,2019/2/13,100404104.2,2019
6213,1730,601318.SH,2019/6/19,281825094.7,2019
6219,7069,601360.SH,2016/1/5,40304452.29,2016
6228,6988,601377.SH,2016/8/23,544116246.1,2016
6232,5703,601388.SH,2018/10/12,2999860,2018
6237,4154,601388.SH,2019/1/25,30995422.63,2019
6240,4786,601555.SH,2018/12/19,4010067,2018
6246,2686,601555.SH,2019/4/12,19218836,2019
6250,4229,601558.SH,2019/1/16,580000,2019
6254,2295,601558.SH,2019/5/8,600000,2019
6257,5947,601567.SH,2018/9/14,19992611.62,2018
6265,3749,601567.SH,2019/2/12,200951667.6,2019
6269,2268,601579.SH,2019/5/10,4882043.4,2019
6276,21,601579.SH,2019/11/2,33087365.62,2019
6278,6302,601636.SH,2018/8/1,1872318.74,2018
6295,1326,601636.SH,2019/7/17,230284100,2019
6297,2673,601666.SH,2019/4/24,15276893,2019
6306,6976,601668.SH,2016/12/29,2362407554,2016
6308,4776,601668.SH,2018/12/20,3081045154,2018
6310,3155,601669.SH,2019/3/16,5649037.58,2019
6316,3623,601866.SH,2019/2/28,89030879.48,2019
6320,2209,601866.SH,2019/5/17,144334074.5,2019
6323,5221,601886.SH,2018/11/29,436602.54,2018
6330,2638,601886.SH,2019/5/1,156910287.9,2019
6333,4711,601901.SH,2018/12/26,9291473.68,2018
6340,2685,601901.SH,2019/4/12,57805900,2019
6342,4147,601966.SH,2019/1/26,3440489,2019
6348,2128,601966.SH,2019/5/31,358688345,2019
6350,1290,601989.SH,2019/7/25,30307511,2019
6354,108,601989.SH,2019/11/1,376025053.7,2019
6356,5957,603001.SH,2018/9/12,5293586.62,2018
6373,926,603001.SH,2019/8/15,193025500,2019
6375,6818,603003.SH,2018/1/3,2981649,2018
6409,19,603003.SH,2019/11/2,100005575.4,2019
6412,4293,603011.SH,2019/1/5,2056721,2019
6415,3987,603011.SH,2019/2/1,48426785.7,2019
6417,6229,603017.SH,2018/8/3,32058886.83,2018
6421,5340,603017.SH,2018/11/15,18811447.24,2018
6424,3857,603017.SH,2019/2/2,3487900,2019
6429,1813,603017.SH,2019/6/5,26678285,2019
6433,4216,603018.SH,2019/1/17,4627659.08,2019
6436,3228,603018.SH,2019/3/6,25373166.72,2019
6438,886,603018.SH,2019/8/24,5001460.17,2019
6441,160,603018.SH,2019/10/30,27163271.17,2019
6443,5220,603030.SH,2018/11/29,35004794.91,2018
6450,2362,603030.SH,2019/5/7,69985405.3,2019
6452,925,603045.SH,2019/8/15,984578.28,2019
6454,212,603045.SH,2019/10/10,4014407.28,2019
6456,935,603056.SH,2019/8/13,1895347,2019
6459,18,603056.SH,2019/11/2,46393040.77,2019
6461,5719,603058.SH,2018/10/11,2131375.8,2018
6468,3142,603058.SH,2019/3/20,50011265.06,2019
6470,1330,603066.SH,2019/7/16,2999037,2019
6474,17,603066.SH,2019/11/2,17497957.95,2019
6476,4905,603077.SH,2018/12/6,21544069.73,2018
6481,2292,603077.SH,2019/5/8,399999973.9,2019
6484,4879,603110.SH,2018/12/8,466900,2018
6490,2228,603110.SH,2019/5/15,16831544,2019
6493,4276,603116.SH,2019/1/9,1048465,2019
6504,107,603116.SH,2019/11/1,149923616.7,2019
6506,6611,603117.SH,2018/5/3,21385103.3,2018
6509,4891,603128.SH,2018/12/7,4631936.64,2018
6522,179,603128.SH,2019/10/25,126672922.3,2019
6524,4174,603129.SH,2019/1/23,1341556,2019
6535,16,603129.SH,2019/11/2,69316896.5,2019
6544,5382,603158.SH,2018/11/8,1627800,2018
6559,159,603158.SH,2019/10/30,72414061.2,2019
6561,4215,603167.SH,2019/1/17,2483104,2019
6569,2187,603167.SH,2019/5/21,197414229,2019
6571,5290,603179.SH,2018/11/22,9998589.4,2018
6575,4123,603179.SH,2019/1/30,59991247.68,2019
6577,5964,603180.SH,2018/9/11,249358,2018
6584,3558,603180.SH,2019/3/1,41997366,2019
6591,2108,603181.SH,2019/6/1,10786457.2,2019
6596,15,603181.SH,2019/11/2,25629653.96,2019
6599,6213,603188.SH,2018/8/7,9941605,2018
6606,4214,603188.SH,2019/1/17,53665517.29,2019
6609,4326,603203.SH,2019/1/4,1998090.78,2019
6614,2219,603203.SH,2019/5/16,18006980.92,2019
6616,4207,603278.SH,2019/1/18,5562271.44,2019
6620,3196,603278.SH,2019/3/11,44427328.56,2019
6623,3179,603303.SH,2019/3/13,4778751.56,2019
6633,14,603303.SH,2019/11/2,135232261.9,2019
6636,4748,603319.SH,2018/12/21,4792200,2018
6642,2650,603319.SH,2019/4/30,30093000,2019
6644,5253,603322.SH,2018/11/27,14550000,2018
6657,280,603322.SH,2019/10/9,17120000,2019
6659,6468,603333.SH,2018/6/28,8552242.19,2018
6662,512,603365.SH,2019/9/19,4300710,2019
6664,106,603365.SH,2019/11/1,25693886,2019
6666,4930,603368.SH,2018/12/5,6371637.48,2018
6672,5642,603377.SH,2018/10/26,9213423.57,2018
6686,875,603377.SH,2019/8/28,169962512.5,2019
6693,2260,603378.SH,2019/5/11,1193591,2019
6694,2127,603378.SH,2019/5/31,33813209,2019
6698,3689,603385.SH,2019/2/15,7678700,2019
6699,3668,603385.SH,2019/2/20,12321000,2019
6705,4747,603508.SH,2018/12/21,3858191,2018
6709,3702,603508.SH,2019/2/14,100029800,2019
6711,6689,603519.SH,2018/3/29,2342119.35,2018
6714,6582,603519.SH,2018/5/12,27679758.92,2018
6720,3638,603520.SH,2019/2/26,494767,2019
6725,2227,603520.SH,2019/5/15,6632299.2,2019
6727,4854,603556.SH,2018/12/12,3923733.86,2018
6735,4815,603558.SH,2018/12/15,7414176,2018
6744,2156,603558.SH,2019/5/25,160019629.7,2019
6747,3162,603579.SH,2019/3/15,2494078.43,2019
6758,5371,603586.SH,2018/11/10,2587400,2018
6773,521,603586.SH,2019/9/18,66558162.23,2019
6776,884,603596.SH,2019/8/24,1492885.72,2019
6778,277,603596.SH,2019/10/9,43945114.28,2019
6780,3845,603608.SH,2019/2/2,49989023.6,2019
6784,2217,603611.SH,2019/5/16,7994087,2019
6792,276,603611.SH,2019/10/9,141987412.3,2019
6794,4829,603630.SH,2018/12/14,214182,2018
6801,2149,603630.SH,2019/5/28,43723565.72,2019
6804,1288,603636.SH,2019/7/25,9194309.6,2019
6808,11,603636.SH,2019/11/2,20925886.94,2019
6810,5641,603667.SH,2018/10/26,2701024.6,2018
6818,3400,603667.SH,2019/3/2,66083351.57,2019
6821,479,603668.SH,2019/9/28,1997538,2019
6823,10,603668.SH,2019/11/2,3001105,2019
6825,5683,603678.SH,2018/10/16,5506535.21,2018
6827,5302,603678.SH,2018/11/21,18173301.15,2018
6831,208,603678.SH,2019/10/10,4998342.65,2019
6833,3976,603688.SH,2019/2/1,3577320.5,2019
6836,2634,603688.SH,2019/5/1,46399022.5,2019
6838,4708,603699.SH,2018/12/26,1564341.98,2018
6845,1786,603699.SH,2019/6/11,84986000.99,2019
6847,5986,603716.SH,2018/9/6,3111872.9,2018
6850,5660,603716.SH,2018/10/20,46886759.8,2018
6852,4927,603716.SH,2018/12/5,49110,2018
6863,9,603716.SH,2019/11/2,132578323.6,2019
6865,3622,603727.SH,2019/2/28,708435,2019
6876,5345,603730.SH,2018/11/14,6702096.63,2018
6883,3190,603730.SH,2019/3/12,181910230.1,2019
6886,1341,603737.SH,2019/7/12,6132900,2019
6889,6368,603766.SH,2018/7/19,9471294.06,2018
6895,5377,603776.SH,2018/11/9,5828582.1,2018
6899,3637,603776.SH,2019/2/26,31378926.96,2019
6902,3103,603777.SH,2019/3/28,1779500,2019
6906,1759,603777.SH,2019/6/14,34809100,2019
6908,4195,603779.SH,2019/1/19,834268,2019
6919,4320,603788.SH,2019/1/4,3548917.74,2019
6930,272,603788.SH,2019/10/9,68953173.43,2019
6935,1348,603798.SH,2019/7/10,2208485,2019
6939,6,603798.SH,2019/11/2,9782825.09,2019
6941,4727,603801.SH,2018/12/25,2498734,2018
6953,5691,603808.SH,2018/10/13,3500953,2018
6961,3113,603808.SH,2019/3/26,67991788.77,2019
6963,497,603816.SH,2019/9/24,1014370,2019
6965,5,603816.SH,2019/11/2,71839510.38,2019
6967,4228,603819.SH,2019/1/16,1173161.24,2019
6978,105,603819.SH,2019/11/1,43828924.22,2019
6980,4239,603828.SH,2019/1/15,9811253.41,2019
6983,3648,603828.SH,2019/2/23,50674403.78,2019
6985,3177,603839.SH,2019/3/13,7158480,2019
6993,268,603839.SH,2019/10/9,55677974.7,2019
6996,5219,603858.SH,2018/11/29,10626257.05,2018
7011,165,603858.SH,2019/10/29,933998879.1,2019
7013,3636,603869.SH,2019/2/26,89100,2019
7021,207,603869.SH,2019/10/10,78871996.17,2019
7023,4774,603877.SH,2018/12/20,4997896.8,2018
7025,3836,603877.SH,2019/2/2,99982100.43,2019
7027,4691,603879.SH,2018/12/27,1156943.87,2018
7037,1785,603879.SH,2019/6/11,30396555.27,2019
7039,5918,603898.SH,2018/9/20,3033719.44,2018
7046,3635,603898.SH,2019/2/26,100988521.8,2019
7049,4746,603901.SH,2018/12/21,813993,2018
7059,266,603901.SH,2019/10/9,51945216.27,2019
7061,6147,603979.SH,2018/8/25,5257133.97,2018
7071,2216,603987.SH,2019/5/16,932939,2019
